npi,organization_name,address_1,address_2,city,state,zip,phone,authorized_official_title,matched_taxonomy_codes,pharmacy_tier,primary_pharmacy_flag,likely_independent,chain_exclusion_match
1336142835,PHILADELPHIA PHARMACY INC,101-03 E LEHIGH AVE,,PHILADELPHIA,PA,19125,2154252800,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1972506582,"WEYRAUCH'S PHARMACY, LLC",4959 KIDRON RD,,KIDRON,OH,446360231,3308570115,MANAGING MEMBER,333600000X,tier_1_primary_pharmacy,Y,Y,
1275536864,CALJEB PHARMACY CORP,747 MONTAUK HIGHWAY,,PATCHOGUE,NY,11772,6316542444,CEO,333600000X|3336S0011X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1871596460,"PMC OHIO, LLC",24165 DETROIT ROAD,,WESTLAKE,OH,44145,4406177646,VICE PRESIDENT & SECRETARY,3336L0003X,tier_1_primary_pharmacy,Y,Y,
1376546937,"LOS EBANOS PHARMACY,LLC",1134 E LOS EBANOS BLVD,,BROWNSVILLE,TX,785208730,9565428542,OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1376546820,CRESETTI DRUG CORP,454 5TH AVE,,BROOKLYN,NY,112154003,7187680600,PHARMACIST,3336L0003X|333600000X,tier_1_primary_pharmacy,Y,Y,
1821091372,TOMASSETTI DRUG CORP,120 7TH AVE,,BROOKLYN,NY,112151372,7188571600,PHARMACIST,333600000X,tier_1_primary_pharmacy,Y,Y,
1801899356,"TOWN DRUG OF HOLLYWOOD, INC",2730 HOLLYWOOD BLVD,,HOLLYWOOD,FL,330204808,9549218696,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1992708325,IJAK-UYIRE INC,77 02 21ST AVE,,JACKSON HEIGHTS,NY,113701219,7187286878,SUPERVISING PHARMACIST,3336L0003X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1528060852,MEDICAL ARTS PHARMACY OF CUMBERLAND COUNTY,1047 MURCHISON RD,SUITE 106,FAYETTEVILLE,NC,283017028,9103239696,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1962405225,DAVID B WINKLES,3818 HIGHWAY 90,,PACE,FL,325711014,8509947005,OWNER PHARMACIST,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1811990146,"PIKE'S PHARMACY, INC",2133 SHAMROCK DR,,CHARLOTTE,NC,282052132,7045632286,PHARMACIST OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1831191139,"STAKER'S SERVICE DRUGS,INC",826 CHILLICOTHE ST,,PORTSMOUTH,OH,456624028,7403531135,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1942202239,"UNITED SUPERMARKETS, L.L.C.",7830 ORLANDO AVE,,LUBBOCK,TX,794231942,8067910220,DIRECTOR PHARMACY SERVICES,333600000X,tier_1_primary_pharmacy,Y,Y,
1033111208,ALLEGHENY HEALTH NETWORK HOME INFUSION LLC,1305 S MAIN ST,,MEADVILLE,PA,163353036,8556932286,PRESIDENT,333600000X,tier_2_secondary_pharmacy,N,Y,
1093717043,MEDICINE STORE,231 N HIGH ST,,HILLSBORO,OH,451331128,9373931996,PHARMACIST/OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1376547398,ALLENS PHARMACY INC,402 PRESCOTT AVE,,SCRANTON,PA,185102399,5703428219,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1144224049,"DAVIES PHARMACY, INC",2915 TUSCARAWAS ST W,,CANTON,OH,447084607,3304545151,OWNER PHARMACIST,3336C0004X|333600000X,tier_1_primary_pharmacy,Y,Y,
1417951328,LIBRARY PHARMACY INC.,4080 WASHINGTON RD,STE 106,MC MURRAY,PA,153172561,7249412522,VICE PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1538163571,SHADELAND PHARMACY,403 SHADELAND AVE,,DREXEL HILL,PA,190261437,6102591233,OWNER - CHEIF PHARMACIST,333600000X,tier_1_primary_pharmacy,Y,Y,
1265436000,ADVANCED INFUSION SERVICES LTD,160 OPPORTUNITY PKWY,,AKRON,OH,443072211,3309723311,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1770587644,MEDICAL CENTER PHARMACY INC,805 S LONG DR,,ROCKINGHAM,NC,283794317,9109974471,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1528062403,MEDICAL PARK PHARMACY OF ROCKINGHAM INC,921 S LONG DR,STE 105,ROCKINGHAM,NC,283794874,9104173490,OWNER,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1467456236,LIBRARY PHARMACY INC.,2850 BROWNSVILLE ROAD,,SOUTH PARK,PA,15129,4128354552,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1639173321,HARVEST DRUG & GIFT LP,4426 KELL BLVD,,WICHITA FALLS,TX,763094719,9406927081,PHARMACIST,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1568466266,GRI-SAN INC,3450 NE JACKSONVILLE RD,,OCALA,FL,344792850,3527324655,OWNER PHARMACIST,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1730183310,INTRAMED INC,6950 CYPRESS RD STE 105,,PLANTATION,FL,333172361,8669990904,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1306840921,LIBRARY PHARMACY INC.,1045 ROUTE 519,STE 2,EIGHTY FOUR,PA,153302813,7242222512,VICE PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1720082340,"BROAD & LEHIGH PHARMACY, INC",1300 W LEHIGH AVE,SUITE 102,PHILADELPHIA,PA,191322701,2152289007,PRESIDENT,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1427052000,DEKALB PHARMACY LLC,120 W FRONT ST,,DE KALB,TX,755591308,9036670880,CO-OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1942204581,CENTER PHARMACY INC,447 MAIN ST,,WELLSVILLE,OH,439681685,3305321555,OWNER AND PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1740284298,HICKS PHARMACY LLC,1072 N MAIN ST,STE 103,WALNUT COVE,NC,270529312,3365914345,OWNER,333600000X|3336C0003X,tier_2_secondary_pharmacy,N,Y,
1689678138,JIM & PHIL'S FAMILY PHARMACY LTD.,6109 5TH AVE,,BROOKLYN,NY,112204609,7184920900,"REGISTERED PHARRMACIST, & CEO",333600000X,tier_1_primary_pharmacy,Y,Y,
1649274168,GLEN CENTER PHARMACY,1969 NORRISTOWN RD,,MAPLE GLEN,PA,190022921,2156432880,OWNER,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1891799326,BIRDSBORO PHARMACY INC,200 W 1ST ST STE 3,,BIRDSBORO,PA,195082254,6105824005,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1144224585,GKF INC,33 E SIMPSON ST,,MECHANICSBURG,PA,170553816,7176970551,"PHARMACIST,OWNER",3336C0003X,tier_1_primary_pharmacy,Y,Y,
1497759971,TOTAL HOME HEALTH CARE INC,437 MAIN ST,,STROUDSBURG,PA,183602597,5704211110,OWNER/PRESIDENT,3336C0004X|333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1083619415,"BLOSS PHARMACY, INC.",2 RIVERSIDE PLAZA,,BLOSSBURG,PA,169121137,5706382820,OWNER,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1265436661,"HILLCREST ATRIUM PHARMACY, INC",6770 MAYFIELD RD,,MAYFIELD HTS,OH,441242299,4406051611,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1932104346,METRO DRUGS INC,9531 SUTPHIN BLVD,,JAMAICA,NY,114354505,7185225560,OWNER,3336L0003X|3336M0002X|3336S0011X|3336C0003X|3336C0004X|3336H0001X|333600000X,tier_1_primary_pharmacy,Y,Y,
1437154879,"THE PRESCRIPTION SHOP, INC",600 1ST AVE N STE 100,,SAINT PETERSBURG,FL,337013609,7278224546,PHARMACIST/MANAGER,333600000X|3336L0003X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1811992142,NYKA LLC,920 N CHARLOTTE ST,,POTTSTOWN,PA,194643959,6103232115,PHARMACIST/OWNER,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1467457705,"ACRX, LLC",973 MCLEAN AVE,,YONKERS,NY,107044108,9142378821,OWNER,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1457356651,COUNTY OF BURKE,700 E PARKER RD,,MORGANTON,NC,286556762,8287649150,HEALTH DIRECTOR,3336C0002X,tier_2_secondary_pharmacy,N,Y,
1689679847,THRIFTWAY CHURCH AVE. DRUG CORP.,1621 CHURCH AVE,,BROOKLYN,NY,112262615,7182824600,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1831194000,"WRX ENTERPRISES, INC.",239 E MAIN ST,,MIDDLEBURG,PA,178421148,5708376285,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1700881992,PRESBYTERIAN SENIORCARE,1215 HULTON RD,,OAKMONT,PA,151391135,4128266032,SR. VICE PRESIDENT/CFO,333600000X,tier_1_primary_pharmacy,Y,Y,
1144225095,JAMES FAMILY PHARMACY,1429 BURGETTSTOWN PLZ,,BURGETTSTOWN,PA,150211187,7249477000,OWNER,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1437154481,WENDELL DRUG CO. INC.,3430 WENDELL BLVD,,WENDELL,NC,275916925,9193658800,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1598760639,GLENDALE PRESCRIPTION CENTER INC,7601 CASTOR AVE,STE 100 LOBBY,PHILADELPHIA,PA,191524026,2157226200,PHARMACIST OWNER,3336L0003X|333600000X|3336S0011X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1043215106,SLAKOPER INC,701 BRISTOL PIKE,,CROYDON,PA,190215412,2157853537,OWNER/PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1467457366,"LEM4, LTD",654 EAST PITT ST,,BEDFORD,PA,15522,8146235512,OWNER/PIC,333600000X|3336C0004X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1932104957,TOWER MEDIC PHARMACY INC,607 W MAGNOLIA AVE,,FT WORTH,TX,761044608,8173368133,CEO,333600000X|3336C0004X|3336L0003X|3336S0011X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1255336285,ZEBULON DRUG COMPANY INC,303 N ARENDELL AVE,,ZEBULON,NC,275972605,9192697481,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1851396675,COOKS PHARMACY OF SHAVERTOWN INC,1909 MEMORIAL HWY,,SHAVERTOWN,PA,187081483,5706751191,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1477558187,"GLOYER'S PHARMACY, INC.",1010 W MAIN ST,,TOMBALL,TX,77375,2813515454,OWNER/PHARMACY MANAGER,3336C0003X|3336L0003X|3336C0004X|333600000X,tier_1_primary_pharmacy,Y,Y,
1609871441,"MIDLAND PHARMACY, LLC",3510 N. MIDKIFF RD STE 100,,MIDLAND,TX,797054834,4326977500,MANAGING MEMBER,333600000X|3336C0004X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1679578470,"AVEE, INC.",407 N BELCHER RD,,CLEARWATER,FL,337652607,7274500700,PRESIDENT CEO,333600000X,tier_1_primary_pharmacy,Y,Y,
1437154051,"PHARMACON, INC.",160 SW 12TH AVE,STE 101D,DEERFIELD BEACH,FL,334423114,9547250222,DIRECTOR,3336S0011X|3336L0003X,tier_2_secondary_pharmacy,N,Y,
1578568028,HARTER'S DRUG STORE,17 S MAIN ST,,MUNCY,PA,177561306,5705463270,PHARMACIST/PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1619972288,ROBERT JACOBSON SURGICAL PHARMACY,359 E MAIN ST,,MOUNT KISCO,NY,105493028,9142414887,OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1588669063,BAY STREET PHARMACY INC,7746 BAY ST,,SEBASTIAN,FL,329583427,7725892043,PRESIDENT,3336C0004X|333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1538164033,BEDWICK'S PHARMACY INC,452 HAZLE ST,,WILKES BARRE,PA,187024627,5708233818,OWNER PHARMACIST,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1962408419,BERTOLINOS PHARMACY INC,1500 S 12TH ST,,PHILADELPHIA,PA,191476202,2153895917,OWNER/PHARMACIST,333600000X,tier_1_primary_pharmacy,Y,Y,
1710982236,HEALTH SERVICES OF MIAMI,2319 W 76TH ST,,HIALEAH,FL,330161842,3055573159,PRESIDENT,333600000X,tier_2_secondary_pharmacy,N,Y,
1972508406,"SPECIALTY PHARMACY SERVICES, INC",800 E MELBOURNE AVE,STE B,MELBOURNE,FL,329015549,3219532004,PHARMACIST/ VICE PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1578568002,THE FAMILY PHARMACY INC,2199 E STATE ST,,HERMITAGE,PA,161482729,7243464521,PHARMACIST/VICE PRESIDENT,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1265438618,PHILS PHARMACY P R A INC,426 BROADWAY ST,,PITCAIRN,PA,151401447,4123722480,OWNER,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1013913458,"BIOPLUS SPECIALTY PHARMACY CA, LLC",7373 LINCOLN WAY,,GARDEN GROVE,CA,928411428,8002283643,DIRECTOR,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1659377984,RX.COM PHARMACY,401 S JIM WRIGHT FREEWAY,,FORT WORTH,TX,761082681,8175471000,PHARMACIST IN CHARGE,333600000X,tier_1_primary_pharmacy,Y,Y,
1952307217,"PARK PRESCRIPTIONS, INC.",4000 N 9TH ST,,PHILADELPHIA,PA,191402209,2152295556,PRESIDENT,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1275539678,"LOS EBANOS PHARMACY NORTH,LLC",1134 E. LOS EBANOS BLVD.,STE A,BROWNSVILLE,TX,785208797,9565428542,OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1508862715,"APS PHARMACY SERVICES, INC.",225 OVERLOOK DR,,PITTSTON,PA,186401058,5706551911,PHARMACY MGR/VICE PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1841296043,LANSDOWNE AVE PHARMACY,5943 LANSDOWNE AVE,,PHILADELPHIA,PA,191513932,2158770700,OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1245236462,BTBKMK LLC,143 N MAIN ST,,TAYLOR,PA,185171415,5705622626,OWNER,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1568468932,OLSON DRUG CORPORATION,75 S TUTTLE AVE,,SARASOTA,FL,342376329,9413660090,PRESIDENT,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1184620213,ALPHAMEDS PHARMACY,487 E TENNESSEE ST,STE 2,TALLAHASSEE,FL,323017627,8509421992,OWNER MANAGER,333600000X,tier_1_primary_pharmacy,Y,Y,
1104822147,"LEONARD'S PHARMACY, INC.",710 W MARCY DR,,BIG SPRING,TX,797206581,4322671611,PHARMACIST IN CHARGE,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1033115027,PREMIER IV CARE INC.,8269 COMMERCIAL WAY,,WEEKI WACHEE,FL,346134511,3525974950,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1609872696,PREMIER PHARMACY LABS,8269 COMMERCIAL WAY,,WEEKI WACHEE,FL,346134511,3525974950,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1477559250,GOOD PHARMACY LLC,851 E ALLEGHENY AVE,,PHILADELPHIA,PA,191342401,2154255800,MEMBER AND MANAGER,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1346246170,STARR DME & PHARMACY INC,620 PAREDES LINE RD,STE A,BROWNSVILLE,TX,785212440,9565543560,OWNER,333600000X,tier_2_secondary_pharmacy,N,Y,
1124024963,"MY PHARMACY, INC.",15043 S DIXIE HWY,,MIAMI,FL,331767930,3052382474,DIRECT OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1053317792,BLOOMFIELD PHARMACY INC,1 W MAIN ST,,NEW BLOOMFIELD,PA,170689603,7175822313,PRES/RPH/OWNER,3336C0004X|333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1174520779,HOWARD BEACH APOTHECARY INC,158-40 CROSS BAY BLVD,,HOWARD BEACH,NY,114143136,7187384343,OWNER AND SUP PHARMACIST,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1134125735,QUALITY INFUSION CARE,6671 SOUTHWEST FREEWAY,SUITE 777,HOUSTON,TX,77074,2146926666,CEO,333600000X,tier_2_secondary_pharmacy,N,Y,
1376540914,"MARE, INC.",5350 PALM AVE,,HIALEAH,FL,330122746,3058230915,OWNER/PRESIDENT,3336C0003X|333600000X,tier_1_primary_pharmacy,Y,Y,
1225035892,"M & G MEDPHARM, INC.",1623 PECAN BLVD,,MCALLEN,TX,785014214,9566317979,"PHARMACIST, OWNER",333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1053318675,"CAMP ROAD PHARMACY, INC.",503 SUNSET DR,,HAMBURG,NY,140754231,7166491650,OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1831196351,"TEAMCARE INFUSION, INC",12240 SW 128TH CT,SUITE 107,MIAMI,FL,331864781,3059692270,PRESIDENT,3336H0001X|3336S0011X|3336C0004X|333600000X,tier_1_primary_pharmacy,Y,Y,
1669479192,RIVER GARDEN HEBREW HOME FOR THE AGED,11401 OLD SAINT AUGUSTINE RD,,JACKSONVILLE,FL,32258,9042601818,CEO,333600000X|3336L0003X,tier_2_secondary_pharmacy,N,N,HEB
1578560074,D.B.M. DISTRIBUTORS,614 CRANDON BLVD,,KEY BISCAYNE,FL,331492008,3053615445,OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1265439707,LARSONS PRESCRIPTION PHARMACY INC,502 S AVENUE F,,KNOX CITY,TX,795292110,9406573210,OWNER/PHARMACIST,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1447257951,HARREL DRUG CO,204 E KLEBERG AVE,,KINGSVILLE,TX,783634573,3615929385,PIC/OWNER,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1528065828,MGM PHARMACY & DISCOUNT CORP,2007 SW 8TH ST,,MIAMI,FL,331353317,3056319642,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1063419372,S A S B INC,203 SW PARK ST,,OKEECHOBEE,FL,349724160,8637635100,CEO  PRES,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1225035538,DEDRICK'S PHARMACY INC.,86 N FRONT ST,,KINGSTON,NY,124013832,8453388000,OWNER,3336L0003X|333600000X,tier_1_primary_pharmacy,Y,Y,
1104823582,GARY KING PHARMACY INC,1600 COULTER DR,STE 307,AMARILLO,TX,791061718,8063584576,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1871590182,NEW PALTZ PHARMACY INC,190 MAIN ST,,NEW PALTZ,NY,12561,8452550310,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1245237502,KELSON DRUG INC,3008 JEFFERSON ST,SUITE B,MARIANNA,FL,324462318,8505262839,"PRESIDENT, PHARMACY MANAGER",3336C0003X,tier_1_primary_pharmacy,Y,Y,
1972500130,CREATIVE PHARMACY SOLUTIONS EAST LLC,7779 STARKEY RD,,SEMINOLE,FL,337774346,7273819799,PRESIDENT/OWNER,3336C0003X|3336C0004X|333600000X,tier_1_primary_pharmacy,Y,Y,
1457358616,"ADEL CONSULTING,INC",3606 MADACA LN,,TAMPA,FL,336182057,8133411555,PRESIDENT,3336C0004X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1205833316,ACCUSCRIPTS PHARMACY LLC,24340 SPERRY DR,,WESTLAKE,OH,441451565,4402505400,PRESIDENT,333600000X|3336L0003X,tier_1_primary_pharmacy,Y,Y,
1992702963,BREWSERS ATHLETIC CLUB INC,849 HARMON AVE,SUITE B,COLUMBUS,OH,432232411,6142911677,OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1649277641,"MELROSE PHARMACY, INC.",8744 STATE ROAD 21,,MELROSE,FL,326668809,3524753919,PHARMACIST/OWNER,333600000X,tier_2_secondary_pharmacy,N,Y,
1326045345,THE MEDICARE SHOPPE INCORPORATED,3013 E 4TH AVE,,HIALEAH,FL,330133210,3056933544,PRESIDENT / PROGRAM DIRECTOR,333600000X,tier_2_secondary_pharmacy,N,Y,
1053318006,METROPOLITAN PHARMACY II INC,10311 METROPOLITAN AVE,,FOREST HILLS,NY,113756733,7182636151,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1023015831,SUNRISE PHARMACY & DISCOUNT,4254 W 12TH AVE,,HIALEAH,FL,330124108,7862350555,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1427056142,WINSHIPS PHARMACY INC,721 NORTHLAKE BLVD,,N PALM BEACH,FL,334085281,5618422444,OWNER,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1770580417,"RIDGEPOINT MEDICAL PHARMACY, LLC",404 S VETERANS BLVD STE C,,EDINBURG,TX,785394721,9563932000,C.E.O./PRESIDENT,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1326045097,RX SERVICES CORPORATION,2665 CLEVELAND AVE,#103,FORT MYERS,FL,339015850,2395612757,VICE PRESIDENT PHARMACIST,3336C0003X|3336C0004X|333600000X,tier_1_primary_pharmacy,Y,Y,
1306843073,D&H PHARMACY SERVICES INC,1300 S 18TH ST,REAR/PHARMACY,PHILADELPHIA,PA,191464601,2154681202,PRESIDENT,333600000X,tier_2_secondary_pharmacy,N,Y,
1033116702,LOMBARD APOTHECARY INC,1745 SOUTH ST,,PHILADELPHIA,PA,191461528,2157327888,PHARMACIST,3336C0003X|333600000X,tier_1_primary_pharmacy,Y,Y,
1902803695,ECKLAND PHARMACY INC,125 W HAGUE RD,STE 100,EL PASO,TX,799025814,9155338194,PIC / OWNER,3336C0004X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1881691558,PERSONAL SUPPORT MEDICAL SUPPLIERS INC,262 GEIGER RD,,PHILADELPHIA,PA,19115,2154647304,PRESIDENT,333600000X|3336H0001X,tier_2_secondary_pharmacy,N,Y,
1366449282,NORTHERN HOSPITAL DISTRICT OF SURRY COUNTY,830 ROCKFORD ST,,MOUNT AIRY,NC,270305322,3367197112,"DIRECTOR, CBO",3336L0003X|3336C0003X|3336I0012X,tier_2_secondary_pharmacy,N,Y,
1386641090,JRSKV LLC,82 N PENNSYLVANIA AVE,,MORRISVILLE,PA,190671110,2152955585,PRESIDENT,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1699773382,TALC CORP,108 110 S. EASTON RD.,,GLENSIDE,PA,190380249,2158874577,OWNER/PRESIDENT,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1205833183,DOLPHIN TECHNOLOGIES INC,837-B TEHUACANA HWY 171,,MEXIA,TX,76667,2545623899,OWNER/CEO,333600000X,tier_1_primary_pharmacy,Y,Y,
1780681676,MANNS DRUG STORE,1101 LINCOLN WAY,,WHITE OAK,PA,151311301,4126727617,MGR/OWNER,333600000X,tier_1_primary_pharmacy,Y,Y,
1205833118,CLARENDON OUTPOST,619 W 2ND,,CLARENDON,TX,792260927,8068745202,PHARMACIST IN CHARGE,333600000X,tier_1_primary_pharmacy,Y,Y,
1275530180,"MCGAW RX, INC",5326 STEWART ST,,MILTON,FL,325704736,8506233211,PRESIDENT,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1376540294,MY PHARMACY OF BIRD ROAD INC,4000 SW 57TH AVE,,MIAMI,FL,331555318,3056668582,PRESIDENT,333600000X|3336C0004X,tier_2_secondary_pharmacy,N,Y,
1104823988,FORTUNATO ENTERPRISES INC,1154 BALTIMORE PIKE,,SPRINGFIELD,PA,190642850,6105444645,OWNER,333600000X|3336C0003X,tier_1_primary_pharmacy,Y,Y,
1972500759,GT VAUGHANS PHARMACY LLC,200 N MAGNOLIA AVE,,HUBBARD,TX,766482446,2545762241,STORE OWNER,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1033117510,"MAPLE HILL, INC.",4584 COLUMBUS RD,,CENTERBURG,OH,430119401,7406257626,OWNER,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1821096314,"FOSTERS PHARMACY, INC.",207 W HIGH ST,,MOUNT VERNON,OH,430502427,7403920911,OWNER,3336C0003X,tier_1_primary_pharmacy,Y,Y,
1386642973,"BAY RIDGE PEOPLE'S PHARMACY, INC",7517 3RD AVE,,BROOKLYN,NY,112093168,7187452660,PRESIDENT,333600000X,tier_1_primary_pharmacy,Y,Y,
1336147990,THE REGIONAL CANCER CENTER,2500 W 12TH ST,,ERIE,PA,16505,8148362651,DIRECTOR OF OPERATIONS,3336C0002X,tier_2_secondary_pharmacy,N,Y,
1003814617,PROFESSIONAL SPECIALIZED PHARMACIES LLC,4627 ROUTE 51,SUITE 602,BELLE VERNON,PA,150124010,7243796000,DIRECTOR OF RETAIL OPERATIONS,333600000X,tier_1_primary_pharmacy,Y,Y,
